5~10	舘ひろし	浅野温子	None	22
under5	ムロツヨシ	浦井健治	石崎ひゅーい	25
10~15	佐藤健	渡部篤郎	Mayday	21
5~10	沢村一樹	黒木メイサ	コブクロ	22
5~10	小澤征悦	田辺誠一	加藤ミリヤ	21
5~10	香取慎吾	中山優馬	N'夙川BOYZ	22
15~20	杏	上川隆也	西野カナ	22
5~10	林遣都	塩見三省	None	20
10~15	西島秀俊	香川照之	None	21
10~15	小栗旬	波瑠	MAN WITH A MISSION	21
5~10	石塚英彦	中村俊介	ウルフルズ	19
10~15	小泉今日子	中井貴一	浜崎あゆみ	22
under5	伊原剛志	松下洸平	None	23
10~15	上野樹里	オダギリジョー	高橋優	22
5~10	大野智	桐谷美玲	嵐	23
5~10	名取裕子	麻生祐未	島谷ひとみ	19
5~10	リリー・フランキー	風吹ジュン	None	21
under5	浅野忠信	綾野剛	None	21
5~10	沢尻エリカ	中丸雄一	None	23
5~10	二宮和也	麻生久美子	嵐	21
under5	重岡大毅	濵田崇裕	ジャニーズWEST	24
10~15	唐沢寿明	檀れい	None	21
5~10	小泉孝太郎	長谷川京子	近藤晃央	20
20~25	木村拓哉	北川景子	None	21
5~10	広末涼子	永山絢斗	JUJU	22
under5	橋本愛	高良健吾	東方神起	22
5~10	水川あさみ	生瀬勝久	moumoon	22
under5	藤井流星	早見あかり	ジャニーズWEST	25
5~10	AKIRA	黒木瞳	None	22
5~10	柳葉敏郎	剛力彩芽	スピッツ	21
10~15	渡瀬恒彦	井ノ原快彦	None	21
5~10	妻夫木聡	瑛太	森山直太朗	22
10~15	藤原竜也	岡田将生	ファンキー加藤	22
5~10	小出恵介	貫地谷しほり	小田和正	20
5~10	井浦新	稲森いずみ	メレンゲ	21
10~15	武井咲	真矢みき	湘南乃風	21
5~10	玉森裕太	志田未来	Kis-My-Ft2	19
10~15	上戸彩	吉瀬美智子	一青窈	22
under5	陣内孝則	吉本実憂	GENERATIONS from EXILE TRIBE	23
5~10	松雪泰子	伊藤淳史	androp	22
5~10	高橋克典	片瀬那奈	EDGE of LIFE	23
5~10	寺脇康文	相武紗季	桐嶋ノドカ	19
5~10	松下奈緒	佐藤隆太	None	21
5~10	中島裕翔	山崎賢人	Hey!Say!JUMP	23
10~15	山田涼介	川口春奈	Hey!Say!JUMP	21
under5	阿部顕嵐	石橋杏奈	サカナクション	24
5~10	仲間由紀恵	佐藤隆太	Aqua Timez	20
10~15	小栗旬	柴咲コウ	Mr.Children	21
under5	永作博美	石田ゆり子	平井堅	22
5~10	深田恭子	寺島しのぶ	いきものがかり	22
under5	小林薫	美保純	高橋優	25
10~15	竹野内豊	バカリズム	aiko	22
5~10	武井咲	綾野剛	None	21
15~20	水谷豊	成宮寛貴	None	21
5~10	沢尻エリカ	夏木マリ	None	22
15~20	綾瀬はるか	福士蒼汰	槙原敬之	22
5~10	岸谷五朗	奥貫薫	None	20
5~10	吹石一恵	青木崇高	miwa	21
5~10	西島秀俊	香川照之	None	22
20~25	米倉涼子	遠藤憲一	Superfly	21
10~15	沢口靖子	若村麻由美	柴田淳	19
10~15	石原さとみ	松下奈緒	シェネル	22
under5	松本利夫	山口紗弥加	Flower	23
5~10	榮倉奈々	窪田正孝	None	22
5~10	中島健人	佐々木希	None	23
5~10	船越英一郎	小泉孝太郎	甲斐バンド	19
5~10	小池徹平	筧利夫	大橋トリオ	21
under5	斎藤工	満島真之介	None	21
10~15	丸山隆平	桐谷美玲	関ジャニ	21
under5	横尾渉	宮田俊哉	None	24
5~10	錦戸亮	満島ひかり	関ジャニ	21
5~10	谷原章介	要潤	GENERATIONS from EXILE TRIBE	20
10~15	杏	長谷川博己	chay	21
under5	宮脇咲良	島崎遥香	AKB48	24
5~10	真矢みき	上地雄輔	安藤裕子	22
5~10	堀北真希	柳楽優弥	miwa	22
under5	貫地谷しほり	福士誠治	None	25
10~15	草なぎ剛	大島優子	SMAP	22
5~10	中谷美紀	水川あさみ	androp	21
5~10	玉木宏	倉科カナ	None	22
10~15	柴咲コウ	東山紀之	椎名林檎	22
5~10	中村雅俊	桜庭ななみ	泉谷しげる	20
5~10	田中麗奈	若村麻由美	安田レイ	21
10~15	沢村一樹	高嶋政伸	コブクロ	21
5~10	観月ありさ	財前直見	lecca	19
5~10	真木よう子	東出昌大	きゃりーぱみゅぱみゅ	22
under5	渡辺直美	山本裕典	MY NAME	23
10~15	生田斗真	小栗旬	嵐	22
5~10	亀梨和也	深田恭子	KAT-TUN	23
under5	山口智充	黒谷友香	fumika	19
5~10	反町隆史	谷原章介	湘南乃風	21
5~10	広瀬すず	神木隆之介	B'z	21
under5	鈴木梨央	岸優太	None	24
10~15	井上真央	大沢たかお	None	20
10~15	西島秀俊	香川照之	サザンオールスターズ	21
10~15	相葉雅紀	沢尻エリカ	嵐	21
5~10	仲間由紀恵	森本レオ	浜崎あゆみ	22
5~10	木村文乃	長谷川京子	Superfly	22
under5	山田孝之	林遣都	ASIAN KUNG-FU GENERATION	25
under5	渡辺麻友	稲森いずみ	渡辺麻友	22
10~15	渡瀬恒彦	井ノ原快彦	V6	21
5~10	阿部サダヲ	水原希子	None	22
10~15	堺雅人	蒼井優	None	22
5~10	藤竜也	中村蒼	None	20
5~10	大島優子	北村一輝	None	21
10~15	木村拓哉	上戸彩	None	21
5~10	高橋克典	松下由樹	山下達郎	20
5~10	斎藤工	石田ゆり子	None	22
under5	比嘉愛未	満島真之介	西内まりや	23
5~10	山下智久	栗山千明	ベット・ミドラー	22
5~10	剛力彩芽	渡部篤郎	ソナーポケット	23
5~10	北大路欣也	泉谷しげる	和田アキ子	19
under5	ピエール瀧	木村佳乃	None	21
under5	菅田将暉	本郷奏多	None	22
under5	広瀬アリス	浅利陽介	SAKANAMON	23
under5	松岡茉優	中条あやみ	None	23
5~10	多部未華子	大倉忠義	None	21
10~15	佐藤健	黒木華	None	21
5~10	TAKAHIRO	青柳翔	None	22
