1.000000000000000000e+00,4.758763675492773793e+00
2.000000000000000000e+00,3.936868133798109959e+00
3.000000000000000000e+00,3.580311057490233484e+00
4.000000000000000000e+00,3.340447795074597881e+00
5.000000000000000000e+00,3.158780519941212006e+00
6.000000000000000000e+00,3.016777591367738598e+00
7.000000000000000000e+00,2.889378166831700234e+00
8.000000000000000000e+00,2.790431506865847400e+00
9.000000000000000000e+00,2.685125450117398227e+00
1.000000000000000000e+01,2.593869053157030091e+00
1.100000000000000000e+01,2.509768867211355836e+00
1.200000000000000000e+01,2.434859280389318759e+00
1.300000000000000000e+01,2.366154731374926268e+00
1.400000000000000000e+01,2.294400446534508475e+00
1.500000000000000000e+01,2.232895527441593142e+00
1.600000000000000000e+01,2.169628277640778702e+00
1.700000000000000000e+01,2.110699033139377789e+00
1.800000000000000000e+01,2.051168046342236373e+00
1.900000000000000000e+01,2.000808514149139850e+00
2.000000000000000000e+01,1.943726858558204595e+00
2.100000000000000000e+01,1.896987187299756572e+00
2.200000000000000000e+01,1.855335227507757256e+00
2.300000000000000000e+01,1.795818930002792024e+00
2.400000000000000000e+01,1.759998047773816854e+00
2.500000000000000000e+01,1.714014381961485034e+00
2.600000000000000000e+01,1.667647968351313459e+00
2.700000000000000000e+01,1.628495903669205491e+00
2.800000000000000000e+01,1.593768679990177572e+00
2.900000000000000000e+01,1.546953789340359542e+00
3.000000000000000000e+01,1.514295883234974882e+00
3.100000000000000000e+01,1.478392817365736356e+00
3.200000000000000000e+01,1.443528400585714744e+00
3.300000000000000000e+01,1.407677285527057620e+00
3.400000000000000000e+01,1.375076316187163750e+00
3.500000000000000000e+01,1.344094404252932806e+00
3.600000000000000000e+01,1.314408115141511235e+00
3.700000000000000000e+01,1.279144275592843272e+00
3.800000000000000000e+01,1.253168638652756517e+00
3.900000000000000000e+01,1.223079892650114742e+00
4.000000000000000000e+01,1.198810132115991411e+00
4.100000000000000000e+01,1.165054125156374409e+00
4.200000000000000000e+01,1.144182889159098382e+00
4.300000000000000000e+01,1.115318298779406136e+00
4.400000000000000000e+01,1.095523867811073693e+00
4.500000000000000000e+01,1.069247826186604966e+00
4.600000000000000000e+01,1.044883136991906047e+00
4.700000000000000000e+01,1.021259739907090180e+00
4.800000000000000000e+01,1.001414999058112931e+00
4.900000000000000000e+01,9.821891758294232222e-01
5.000000000000000000e+01,9.573854848874353562e-01
5.100000000000000000e+01,9.390878243959759342e-01
5.200000000000000000e+01,9.224757505553310422e-01
5.300000000000000000e+01,9.022499938278423226e-01
5.400000000000000000e+01,8.826989938551697001e-01
5.500000000000000000e+01,8.667533418773549769e-01
5.600000000000000000e+01,8.468296684346720005e-01
5.700000000000000000e+01,8.330967076848038166e-01
5.800000000000000000e+01,8.185067775502669063e-01
5.900000000000000000e+01,8.007814003302987649e-01
6.000000000000000000e+01,7.852605887218914171e-01
6.100000000000000000e+01,7.717273479278108361e-01
6.200000000000000000e+01,7.569920717790766806e-01
6.300000000000000000e+01,7.449697657848177723e-01
6.400000000000000000e+01,7.303934489379589889e-01
6.500000000000000000e+01,7.187436921054985994e-01
6.600000000000000000e+01,7.062779240815688642e-01
6.700000000000000000e+01,6.930457342163299783e-01
6.800000000000000000e+01,6.817117872755084074e-01
6.900000000000000000e+01,6.708068614248681172e-01
7.000000000000000000e+01,6.603979809885531793e-01
7.100000000000000000e+01,6.485601916337786488e-01
7.200000000000000000e+01,6.401928867210681107e-01
7.300000000000000000e+01,6.285904000642377198e-01
7.400000000000000000e+01,6.191785217298518829e-01
7.500000000000000000e+01,6.107325799169793790e-01
7.600000000000000000e+01,6.007999672298938165e-01
7.700000000000000000e+01,5.918766803885631145e-01
7.800000000000000000e+01,5.852865518502078368e-01
7.900000000000000000e+01,5.763370709433316419e-01
8.000000000000000000e+01,5.651970144833786680e-01
8.100000000000000000e+01,5.607504340048032887e-01
8.200000000000000000e+01,5.508747389182931942e-01
8.300000000000000000e+01,5.449900854829490271e-01
8.400000000000000000e+01,5.365493283071348651e-01
8.500000000000000000e+01,5.305911549600528243e-01
8.600000000000000000e+01,5.246509569848181176e-01
8.700000000000000000e+01,5.162364960508009082e-01
8.800000000000000000e+01,5.112715233831630623e-01
8.900000000000000000e+01,5.038137304483965018e-01
9.000000000000000000e+01,4.997978837265025787e-01
9.100000000000000000e+01,4.921223252660053560e-01
9.200000000000000000e+01,4.867262105762431013e-01
9.300000000000000000e+01,4.810062120709798772e-01
9.400000000000000000e+01,4.762950229697522908e-01
9.500000000000000000e+01,4.713964620302912301e-01
9.600000000000000000e+01,4.643852243469176466e-01
9.700000000000000000e+01,4.607137447349441417e-01
9.800000000000000000e+01,4.558062985715261028e-01
9.900000000000000000e+01,4.521979988939994199e-01
1.000000000000000000e+02,4.454968641992866907e-01
1.010000000000000000e+02,4.428782746811180115e-01
1.020000000000000000e+02,4.366340875010223388e-01
1.030000000000000000e+02,4.344026832278147787e-01
1.040000000000000000e+02,4.286581389715889423e-01
1.050000000000000000e+02,4.245603868083968058e-01
1.060000000000000000e+02,4.220521313778418659e-01
1.070000000000000000e+02,4.162820872567747910e-01
1.080000000000000000e+02,4.139952912355243098e-01
1.090000000000000000e+02,4.093542058559294095e-01
1.100000000000000000e+02,4.064350732791740528e-01
1.110000000000000000e+02,4.026852043504912104e-01
1.120000000000000000e+02,3.987709719434952005e-01
1.130000000000000000e+02,3.962676090608656110e-01
1.140000000000000000e+02,3.925441155391456993e-01
1.150000000000000000e+02,3.897901956970009629e-01
1.160000000000000000e+02,3.870352553450955857e-01
1.170000000000000000e+02,3.826200625581727133e-01
1.180000000000000000e+02,3.798960199398276893e-01
1.190000000000000000e+02,3.770775214321142044e-01
1.200000000000000000e+02,3.751205203060203330e-01
1.210000000000000000e+02,3.716300239781011316e-01
1.220000000000000000e+02,3.703087235973999691e-01
1.230000000000000000e+02,3.656090828741194731e-01
1.240000000000000000e+02,3.628820367267349689e-01
1.250000000000000000e+02,3.611853716999380293e-01
1.260000000000000000e+02,3.599831708500870753e-01
1.270000000000000000e+02,3.546411286720835832e-01
1.280000000000000000e+02,3.542153247382085479e-01
1.290000000000000000e+02,3.516603613541541273e-01
1.300000000000000000e+02,3.487801895666439167e-01
1.310000000000000000e+02,3.467256292085380553e-01
1.320000000000000000e+02,3.446809594522183828e-01
1.330000000000000000e+02,3.420874346761928475e-01
1.340000000000000000e+02,3.398988340544489839e-01
1.350000000000000000e+02,3.385161553951843150e-01
1.360000000000000000e+02,3.370448343214031972e-01
1.370000000000000000e+02,3.342358371611014456e-01
1.380000000000000000e+02,3.324655088263627212e-01
